merchant_number,all_transactions,harmonic,sum_amounts
62006362047295,43,0.7472159134,130741110
62006362060531,44,1.5849578901,92833012
62006362101787,236,6.7443492514,1225026875
62006362105684,44,0.7628453757,300180572
62006362104023,206,3.8316074110000002,431017570
62006362058217,19,0.8484909228,25483012
62006362036884,28,0.4569058087,53080018
62006362106178,8,0.1113747452,36208880
62006362044064,16,6.2355345912,1153012
62006362039332,103,5.1660852599,59585056
62006362109594,130,1.6202777240000001,17667109
62006362024816,141,9.0853206497,94058103
62006362103240,97,3.0794295937,157694015
62006362032830,67,1.2164009865,12924017
62006362020411,42,1.069614316,153304032
62006362101407,237,10.1028713142,238545317
62006362105742,391,5.0313593449,187650009
62006362050525,3,0.0626436782,3012
62006362105681,153,2.3607731965,111006013
62006362030857,26,6.6039067142,951512
62006362054246,86,1.4385127996,77382107
62006362102800,14,0.3427628614,1156055017
62006362100669,5,0.1091089683,14016
62006362030923,5,0.10350380370000001,23012
62006362055288,33,2.2706073993,447224024
62006362038760,3,0.0953663793,3012
62006362104119,30,1.2045377447,275799011
62006362056743,23,0.7710288055000001,24546131
62006362107042,6,0.1099201001,8203011
62006362105245,32,0.4590619072,235881003
62006362109078,76,0.9153415508,10629813
62006362100075,86,4.4271327738,4808012
62006362062567,50,1.8997797766,16186012
62006362102445,16,0.4648862219,12438012
62006362038939,23,0.36198871790000003,49089732
62006362044951,5,1.8733333333000002,332000000
62006362109543,11,0.13844385,4593009
62006362109063,51,0.6712099260000001,2867007
62006362067230,13,0.4715140822,76064107
62006362064397,2,0.0738636364,2004
62006362052433,189,2.5075503743,539563929
62006362059681,15,1.6347497083,712661970
62006362054051,36,1.97427862,263095110
62006362037959,3,0.20995671,2202008
62006362107462,27,0.3769270199,1878906019
62006362060079,15,0.9288942014,1390832008
62006362047670,13,0.2421689739,1095022
62006362067237,30,0.43389494440000004,6223008
62006362068761,4,0.311716792,4017
62006362008528,2,0.0235294118,2016
62006362026732,29,1.6913598207,264904107
62006362109189,46,0.6185153652000001,44782007
62006362110412,5,0.0576292289,72502007
62006362106701,161,2.2893803803,208998606
62006362109757,15,0.1866060252,1072007
62006362109530,42,0.5383325355,1594811004
62006362058296,7,1.4636283342,4978000
62006362104542,6,0.1101422752,378011
62006362061426,5,0.0742492492,14115
62006362001213,8,0.305217457,150015028
62006362031541,3,0.0626436782,3012
62006362064169,3,0.125,3019
62006362108193,18,0.217101163,15866007
62006362110672,1,0.0114942529,1003
62006362010985,6,0.06983559510000001,931002
62006362009150,5,0.1021180405,23012
62006362068149,19,0.2902466106,1448008
62006362111277,6,0.0696462598,2803011
62006362110941,2,0.022727272700000002,2007
62006362020258,7,0.16413928860000002,38012
62006362059511,5,0.0927772755,5015
62006362028847,8,0.13223583960000002,10429037
62006362101412,3,0.044569288400000004,3011
62006362040585,40,1.3399219909,8703866107
62006362059623,6,0.5284865461,20028
62006362044006,3,0.049123022700000005,3010
62006362043257,1,0.0178571429,1004
62006362035071,1,0.0217391304,1002
62006362109129,3,0.0348837209,3011
62006362111176,4,0.0462566845,102007
62006362066598,4,0.0555555556,22008
62006362109996,2,0.0238095238,2007
62006362068937,2,0.022222222200000002,11004
62006362108071,3,0.0442811381,3011
62006362102500,311,12.334427027,260763012
62006362040719,2,0.033333333300000004,2007
62006362035714,2,0.0617173524,2009
62006362110042,2,0.022988505700000002,2007
62006362108065,2,0.032786885200000004,2007
62006362067976,145,4.9836519349,122934017
62006362036841,31,0.4371611252,92204022
62006362107417,74,1.0528057929,7019015
62006362100033,312,20.1846796613,93820348
62006362041123,536,37.47573362,2868004978
62006362016770,28,0.6719003078,4103039
62006362009207,21,1.7925768094999999,104120012
62006362067983,13,2.2274915229,37003012
62006362015444,659,32.995420452,114826244
62006362009088,108,1.5869477396,54905036
62006362040860,47,3.2496425702,3987354107
62006362037596,343,11.149170969,1822651103
62006362062217,52,5.4270858912,15843012
62006362104915,1772,29.7399712547,614953522
62006362040486,430,22.0086193905,59917096
62006362106490,41,0.664416902,302364013
62006362064670,10,1.4701031227999999,360002008
62006362107346,4,0.0642913452,103011
62006362040040,158,6.7051927606,255522111
62006362031166,410,6.9118610156999996,159415717
62006362059687,85,3.3822561662,8731012
62006362109381,22,0.2941946756,8953009
62006362062241,101,6.6125720252,100383012
62006362030188,174,3.2705546654,85718107
62006362067580,85,5.5626866749,249580107
62006362047799,74,1.4967070465,4633012
62006362006454,104,2.5547153869,35328012
62006362041487,210,8.0980485021,102842107
62006362007530,34,0.7734091504,1091620123
62006362060003,32,1.2417406617,264406113
62006362040426,4,0.20952380950000002,4022
62006362059848,22,0.6829442451000001,196802008
62006362024396,253,5.0920552338,149158317
62006362104232,101,1.5394391005,36905018
62006362104399,198,3.6691972657000003,276951674
62006362106791,182,2.7038654265,23490012
62006362030730,10,0.14753728,217844445
62006362102185,5,0.169047619,5016
62006362059564,152,6.8318481536,565382012
62006362101534,314,30.8774330595,143996516
62006362106093,364,5.0557070272,42496516
62006362056309,127,9.6050459399,112403012
62006362031825,184,4.3000145621,2641664107
62006362050796,147,4.2495201502,523971217
62006362057840,81,2.1588539775,1646255060
62006362039220,582,28.2051458291,62797512
62006362067315,3,0.0738983051,3015
62006362056307,4,0.062004662,13015
62006362019957,115,2.9246253518,154824012
62006362106895,44,0.5993117715,1497157020
62006362051914,93,2.0034412926,32503012
62006362057179,3,0.5396492566000001,3012
62006362105220,190,3.3767865155,173184110
62006362026673,34,1.157135221,389624024
62006362101902,30,3.8757897424000003,605134107
62006362042015,12,0.6250221669,211803012
62006362064665,71,4.7240028796,76023012
62006362037501,34,0.6487045840000001,8274022
62006362067395,358,11.2786913568,107876674
62006362048421,79,3.8016915751,24285017
62006362102737,113,6.9845684792,18488012
62006362110186,4,0.0512359551,13009
62006362062197,175,7.8187835677,117483012
62006362067652,156,11.6171123188,215222140
62006362006699,206,8.4218466123,574872013
62006362040981,24,0.7950534967,35382008
62006362106797,49,0.6133180612,254433011
62006362069178,273,63.313026546,240560758
62006362106546,55,0.8169658311,111196020
62006362045469,5,0.0878151261,4704015
62006362040447,55,1.7738188175,6463012
62006362106308,30,0.44951104540000003,34055013
62006362104242,10,0.127103602,2308011
62006362106216,23,0.3382452058,68480015
62006362012864,99,4.0786602606,102144108
62006362040443,39,0.6455930864,856615526
62006362035754,46,2.0721750899,28654016
62006362106691,400,5.0519085322,88752266
62006362106226,29,0.47015627270000004,13424015
62006362108347,73,0.9217163837000001,478328211
62006362058628,142,5.0620876629,2599161012
62006362067764,13,0.3040952973,10135017
62006362103392,182,3.5809552949,17961320
62006362059963,239,34.4464089024,7180228412
62006362105397,9,0.105102656,182892007
62006362014866,6,0.1440339354,15111
62006362000418,55,4.9798360612,1118757182
62006362036642,32,0.9401287725,179804024
62006362107960,126,1.5182534301000001,208271012
62006362046522,215,3.5838138771,36738008
62006362035980,80,3.5600560894999997,173495012
62006362027555,59,0.7333354833,60442016
62006362060561,10,0.3589341693,5213012
62006362067834,93,1.476379099,306316107
62006362036474,1,0.013698630100000001,1004
62006362045611,136,19.7700845975,134406012
62006362106372,5,0.0848514201,23011
62006362107177,108,1.5423874623,97095011
62006362034233,222,7.9244605819,5486416051
62006362066201,12,0.1714192662,27503011
62006362069310,40,5.263056423,99818012
62006362103843,20,0.4349274692,238331015
62006362045472,202,4.5917197153,62486122
62006362063042,8,2.1081267393,150004016
62006362101076,275,12.1115274596,6550957246
62006362061730,6,0.15613342630000002,1623012
62006362056282,262,11.1544082336,3114443103
62006362016392,61,0.8948926851000001,16913012
62006362009666,166,13.456836407,80483012
62006362034752,20,0.3067690742,2282008
62006362104284,69,1.5497210375,48121041
62006362108078,28,0.3910012006,68880047
62006362105275,59,0.9911759176,19659011
62006362042183,34,1.1937505743,342263012
62006362032850,44,1.3209843621,2554449119
62006362064021,6,0.1338735896,900340000
62006362022850,3,0.0441841492,3103
62006362030282,858,12.9526575612,222683012
62006362109105,9,0.1254402833,26004007
62006362010341,94,7.5103201254,366835021
62006362105347,5,0.0925592459,153011
62006362005929,8,0.1324964179,431023
62006362104489,21,0.44205394600000003,538004015
62006362104952,76,1.4104656839,6570015
62006362032287,22,2.7075194517,452633012
62006362101816,25,0.5445367091000001,37603012
62006362054272,15,0.5262631783,39449212
62006362103737,31,1.2385860448,283069112
62006362106599,3,0.0662055336,3008
62006362016974,5,0.1329228243,14016
62006362046679,1,0.033333333300000004,1004
62006362066191,4,0.0783966034,4016
62006362044251,5,0.0750417304,7004011
62006362103734,32,1.2468514409,163004012
62006362023409,6,0.2945275009,135021
62006362037674,17,1.3221180127,112579016
62006362108313,10,0.1536969466,31713011
62006362108741,2,0.022988505700000002,2007
62006362109903,3,0.038961039,3014
62006362102293,102,30.9054941818,36957010
62006362106052,6,0.11930810060000001,913006
62006362061211,3,0.3753678016,3012
62006362048507,25,0.8153377856,30713016
62006362109985,6,0.0740319262,19504007
62006362061987,14,0.2091061378,15561512
62006362110244,5,0.061559714800000005,63502007
62006362014604,5,0.1329228243,14016
62006362039457,10,0.19765672920000002,6606039
62006362066601,4,0.09083390870000001,4016
62006362105765,6,0.1252425327,1089015
62006362025791,6,0.1129092738,237013009
62006362017370,58,1.1444738391,18166115
62006362059874,4,0.059352142100000005,22008
62006362006210,5,0.0987914315,5020
62006362059071,7,1.3199224806,170002008
62006362065764,12,0.2365274309,723012
62006362052215,3,0.0627773323,3012
62006362105635,2,0.0268468468,2008
62006362101839,4,0.30818414320000004,53012
62006362047310,15,0.20775247400000002,4521011
62006362039849,3,0.0656196213,3012
62006362060343,11,0.6368554232,4012052
62006362057558,369,8.0498069865,193658067
62006362109178,8,0.1151260504,86015
62006362101141,8,0.2007250988,5613012
62006362057485,1,0.2,1004
62006362030516,2,0.044444444400000005,2016
62006362065005,3,0.071482684,275001004
62006362022150,16,0.5228957232,3330006123
62006362109761,10,0.1288651667,208906023
62006362068278,4,0.1271498771,103012
62006362054309,1,0.011627907000000002,1004
62006362102950,261,6.4387921022,81483300
62006362017895,14,0.22280907460000002,2104013
62006362100930,3,0.12844340540000002,3012
62006362109995,5,0.0652900091,14014
62006362030113,3,0.0664667666,12008
62006362110851,2,0.023255814000000003,2007
62006362101745,4,0.1333333333,4014
62006362034681,4,0.056370215200000004,22008
62006362042984,1,0.012820512800000001,1002
62006362061831,1,0.0114942529,1004
62006362105000,50,0.7195202792000001,969423025
62006362056233,87,2.6784926666,11130920
62006362031959,24,0.48996392860000004,45005029
62006362009325,29,0.482528738,46858012
62006362054518,607,35.5187521912,1638210125
62006362035669,116,2.5980904678,921025044
62006362105228,809,15.2998249541,433268020
62006362025109,22,1.1947677015,202304107
62006362034291,158,8.1851270276,10805072
62006362105111,33,0.4214338865,3460020
62006362057254,225,19.2719933547,736755012
62006362022302,175,9.4538183979,304540021
62006362000753,251,21.5464719488,689996508
62006362105870,21,0.40786656400000004,674523011
62006362038178,147,7.3508566028,163918012
62006362102433,78,1.5932244639,569585016
62006362050901,195,15.8572655525,142698012
62006362048754,36,2.6053862366000002,2487581012
62006362067067,122,3.6275657431,305932008
62006362064684,4,0.19545454550000002,772012
62006362030079,48,1.3178967054,95652256
62006362036435,111,9.0531922992,378389107
62006362042793,232,16.1840988667,111618749
62006362003817,123,1.6959524085000002,8675023
62006362068867,77,3.8637228299,33455012
62006362015245,31,0.7691966537,2031956041
62006362066101,634,40.929474999,52758512
62006362104667,234,4.2402415702,250397021
62006362053448,118,4.1822013421,305043968
62006362058949,181,4.6714025704,141226527
62006362068090,63,2.4034962226,263014017
62006362029680,300,13.2054271517,286649300
62006362064059,105,24.4215259548,206149004
62006362017278,60,1.1801763544,9336018
62006362060733,22,2.700081464,4044850000
62006362003259,3,0.6773399015,3015
62006362006178,43,3.03801928,97513940
62006362068862,193,8.1684122147,117194008
62006362001161,27,0.4199052797,200585111
62006362045371,35,5.3315582128,775013012
62006362068075,133,8.9567039107,59705000
62006362065313,3,0.12,3019
62006362005525,1007,52.9437922472,687652108
62006362067675,194,12.720919493,48510012
62006362060303,52,6.4655570198,530095104
62006362062320,267,38.3102691668,1741527211
62006362036997,56,2.3226985322,1842786473
62006362105336,44,0.9553632626,70973015
62006362064011,1,0.0666666667,1007
62006362013581,174,6.3068878109,43705017
62006362056960,28,1.2414959997000001,1702833012
62006362062575,163,9.5767450993,64391684
62006362025176,102,2.5860533414,952499546
62006362057541,43,1.0160783673,13582008
62006362044937,191,6.1999065503,413804012
62006362046644,108,6.6381567714,1121493012
62006362042656,30,0.6846120163,116358012
62006362105762,52,0.7710166620000001,32746011
62006362038405,29,1.7560087143,132613019
62006362035409,61,4.3478993244,17398528
62006362102943,32,2.1907169983,16192504
62006362040807,15,0.2123759408,36398012
62006362102751,50,12.1551006269,6195000
62006362069325,31,4.2118166857,41525512
62006362045326,5,0.1482158646,504016
62006362065321,38,2.5845470368,405492008
62006362042147,112,6.5501705848,517773871
62006362039039,17,0.9831858209000001,19153012
62006362100355,41,1.0513101365,55774016
62006362042915,183,2.3079256828,10747099
62006362064354,340,6.2867267672,32233012
62006362108033,39,0.5146446086,50762007
62006362044313,19,2.3634718714,27781004
62006362104824,110,3.3183693655,554889020
62006362045605,240,28.039440206,16898012
62006362029462,44,3.4106411644,53377028
62006362058085,102,3.2655213616,100081116
62006362009442,76,2.3561067823,26468048
62006362069070,72,4.6444164997,319255548
62006362050976,29,0.4844078484,84505026
62006362062392,37,2.9553000068,24444111
62006362060450,67,1.7847111413999999,150605026
62006362060794,101,6.9120331432,342042012
62006362000073,16,0.40013097410000004,4081123
62006362051116,115,10.5201095089,58643012
62006362108110,17,0.19768115490000002,38012007
62006362100547,19,1.1144079127,40832008
62006362103745,198,5.854317437,20287762
62006362027354,144,11.5299266471,527510239
62006362040282,17,0.5630531812,34683012
62006362058778,19,0.4075934115,31586340
62006362047627,58,1.3720055898,265605028
62006362053285,40,3.0422220417,95594016
62006362001072,76,2.5091032688,1172304024
62006362107842,19,0.2584325767,2704025
62006362105264,46,0.8406435851,232380465
62006362034353,33,1.2142821138,1851512
62006362046888,18,0.274572313,19404015
62006362004643,219,3.0533631568,47820475
62006362011710,21,0.38510312550000003,3167012
62006362024553,168,2.0931020429,522650124
62006362101198,1157,19.5754199522,15133594717
62006362041854,36,0.6131070975,41290020
62006362111391,2,0.0225995914,11004
62006362102360,106,4.6090657396,386680000
62006362067276,13,0.3038260813,93507038
62006362065794,11,2.6333333333,4870000
62006362106582,243,3.9330758031,147127028
62006362059252,19,0.9341778584,201794016
62006362066736,23,2.5831783631,32960000
62006362102258,13,0.5791466695,276722008
62006362036975,46,1.3051937024,82780026
62006362032101,58,0.8422224469,1865203020
62006362048251,53,0.9411057706,53727012
62006362106309,17,0.2663869215,7903011
62006362061997,19,0.42805199110000003,459453012
62006362105556,10,0.2033160181,66762005
62006362060851,4,0.1651680527,5203012
62006362051447,3,0.09417582420000001,3010
62006362049393,1,0.023255814000000003,1007
62006362107478,14,0.1767293436,1492012
62006362041228,33,1.7831245555000002,539124016
62006362107600,35,0.4277963259,29242007
62006362026462,22,0.5628063504,355774034
62006362110038,91,1.0483691373,157323011
62006362040196,8,0.1754781279,1374016
62006362013932,40,5.5572860975000005,6183012
62006362100142,37,7.9942224442,26030000
62006362109261,23,0.2850015848,3363050
62006362107717,43,0.5646999948,6928016
62006362045372,8,0.2296838964,485017
62006362110756,64,0.7499987994,5746517
62006362110857,9,0.10024968790000001,80662007
62006362110361,14,0.1634746922,1614014
62006362100492,5,0.5945077875,453012
62006362019519,29,0.8272667061000001,27453012
62006362101824,6,0.15564896820000002,24019
62006362019840,15,2.1878137852,1449012
62006362001472,12,6.1503220387,3494016
62006362060884,28,1.9327133875,7027803008
62006362103040,5,2.0409854851,50004015
62006362038404,2,0.0388888889,2008
62006362027353,4,0.1312384933,130002008
62006362021369,36,0.6700629241,256737120
62006362110128,237,2.8119216475,505618009
62006362015292,8,0.1656169251,756113
62006362062139,545,39.4610200831,224673012
62006362110234,14,0.1735670605,937863642
62006362028675,12,0.2349263248,689982373
62006362105488,5,0.0811355311,5016
62006362067839,7,0.22225116320000002,1659512
62006362105127,28,0.3992088835,272156513
62006362068864,4,0.0647173489,250012008
62006362104812,3,0.036507936500000004,12006
62006362050950,4,0.058076225,22008
62006362104944,2,0.0505747126,2008
62006362026369,1,0.0555555556,1004
62006362006831,3,0.0625430223,3012
62006362051744,6,2.0772121437,5403012
62006362048555,4,0.1136986987,4016
62006362035118,12,0.20815618760000001,685014024
62006362107039,2,0.03125,2007
62006362025753,4,0.0577385726,22008
62006362110611,2,0.023255814000000003,2007
62006362100020,4,0.13555555560000002,13014
62006362111580,6,0.06870428420000001,262007
62006362100144,4,0.1337414966,13011
62006362063602,6,1.1293616479,126462008
62006362068288,23,1.4010086601,503407115
62006362015624,2,0.022988505700000002,11004
62006362002183,1,0.0322580645,1004
62006362109951,5,0.0591133005,64104
62006362110720,2,0.023255814000000003,2007
62006362047869,3,0.0626436782,3012
62006362108959,21,0.2689382969,4234953866
62006362069583,5,0.14311517710000002,14018
62006362111607,2,0.022727272700000002,2007
62006362107561,3,0.045977011500000005,3011
62006362051463,1,0.0357142857,1002
62006362107123,2,0.022727272700000002,2007
62006362041174,39,1.9175227124,4089016
62006362106936,3,0.0448275862,3011
62006362104088,2,0.022727272700000002,2007
62006362110231,3,0.037037037,12007
62006362013573,235,25.2019786781,2768573107
62006362065830,460,35.257565503,3711375000
62006362101594,193,7.4952479902,314754107
62006362060987,79,5.4887677975999996,434213012
62006362029758,440,18.3580982797,2730514107
62006362104776,96,1.8619947068,44276255
62006362032919,185,7.9377508954,88473012
62006362025971,58,3.0949225016,1089387134
62006362057877,162,6.5737239826,147114608
62006362036933,520,22.1676569167,111554017
62006362058353,181,9.6033401243,72213012
62006362042287,143,7.3687033827,351743511
62006362105948,177,2.7154586986,30402023
62006362063107,33,3.5379165341,337502008
62006362069404,67,2.404353113,32053012
62006362103237,24,2.8849769794,34665024
62006362047971,75,4.9367937362,330841000
62006362029143,326,20.1484681955,39973012
62006362046811,45,0.547000265,9240020
62006362106736,53,0.848815991,74709011
62006362061469,292,10.529055724700001,2102843103
62006362039324,26,6.3584441252,2286703103
62006362028080,95,2.6936144676,167515036
62006362000749,289,14.3605077404,6416111112
62006362030335,82,3.2868601743,133614108
62006362067940,68,2.1296332022,200783012
62006362032594,157,5.2373453809,83846112
62006362036816,34,0.6262918877,556346667
62006362066728,175,9.2482217439,248504107
62006362056700,35,2.1479468011,276488417
62006362101828,135,8.0351591605,68510012
62006362052926,56,1.2954673667,247300107
62006362068615,123,8.8565609939,15889012
62006362053733,115,5.7821827222,81001012
62006362067897,49,3.0816075577,44047020
62006362105794,97,1.7707848451000001,106231058
62006362003495,62,1.3834508761,1891436488
62006362023908,31,0.4890299453,351754025
62006362060568,192,9.9523166698,18872780112
62006362057535,261,6.1150672008,301492028
62006362102162,34,3.9803848478,13237008
62006362068600,28,0.8675003411000001,1918569012
62006362032163,55,4.6403723086,1455890017
62006362034887,42,1.0206965261,91440119
62006362064680,106,7.5315787542,166095012
62006362065450,385,15.0272573582,183079512
62006362102430,243,4.4459327186,736900012
62006362108836,289,3.7194009838,35128009
62006362032301,1768,64.5609021358,779148123
62006362105436,78,1.3300655559,198223011
62006362065154,410,7.8049134252,99296127
62006362057958,18,1.1383406978,3502913012
62006362100122,52,1.9128031181,198594107
62006362003112,57,1.2157305713,7865015
62006362018376,19,0.47182996380000003,54194107
